"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  €","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  €","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
46.,"Nail Care Pen - The Original from Austria for Nourished Fingernails & Toenails - With Tea Tree Oil, Vitamin E & Aloe Vera for External Use","B0BLHDHY7P","https://www.amazon.de/dp/B0BLHDHY7P?psc=1","https://m.media-amazon.com/images/I/61BOKEwIbUL._SY355_.jpg","HealthRoutine",19,"11,683","7,481","4,000","338,325.08","137,755.98",138,22,"AT",6.17,1,4,"3,919",6,"N/A","Health Routine","Beauty","Standard Envelope","FBA","12.60 x 1.80 x 2.10 cm",0.02,"N/A","Jan 23, 2023",,"No",39,"Health Routine"
10.,"-Plant-based Powerful Antifungal, Repairing, Purifying and Revitalizing Treatment for Nails Professional Hand/Foot care.Quick & Easy. Made in Switzerland.","B06XZQCNS9","https://www.amazon.de/dp/B06XZQCNS9?psc=1","https://m.media-amazon.com/images/I/81CGIB-ulsL._SY355_.jpg","PODERM",22.79,"4,801","4,059","2,000","127,851.97","94,112.45",154,152,"AMZ",5.79,2,4,"13,270",8,249,"Amazon","Beauty","Standard Envelope","AMZ","11.40 x 2.40 x 5.10 cm",0.04,"#3","Feb 7, 2017",,"No",110,"Amazon"
65.,"bedrop Propolis Nail Serum - High Dose Skin Care for Nail Fungus I Nail Care Formula with Tea Tree Oil I Quick & Intensive Effect - 10 ml","B0CWV72MHN","https://www.amazon.de/dp/B0CWV72MHN?psc=1","https://m.media-amazon.com/images/I/71iakWm3ByL._SY355_.jpg","bedrop",24.9,"4,542","3,819","2,000","149,361.86","92,224.42",137,140,"DE",6.23,1,4.5,560,9,66,"bedrop #natürlichbiene","Beauty","Standard Envelope","FBA","7.20 x 2.40 x 5.50 cm",0.06,"N/A","Mar 1, 2024",,"No",25,"bedrop #natürlichbiene"
9.,"Ciclopoli Against Nail Fungus, for Fungal Diseases of the Nails, Anti-Fungal Nail Polish with Proven Active Ingredient Ciclopirox and Deep Effect, Apply Only Once a Day, 3.3 ml","B0098HCHZ2","https://www.amazon.de/dp/B0098HCHZ2?psc=1","https://m.media-amazon.com/images/I/617SSakp32L._SY355_.jpg","Ciclopoli",25.15,"3,188","3,188","N/A","81,063.07","81,047.11",176,"N/A","NL",7.09,18,4.2,"2,663",8,"N/A","esando",,"Large Envelope","MFN","4.00 x 5.00 x 10.00 cm",0.02,"#1","Sep 10, 2012",,"No",163,"esando"
48.,"Health Routine Myko-Matrix Nail Fungus Solution - CE Certified Medical Device - Nail Fungus Nail Polish for Nail Care - Developed in Austria - Nail Hardener - Nail Oil Suitable for Foot & Hand","B0FDXJWT4S","https://www.amazon.de/dp/B0FDXJWT4S?psc=1","https://m.media-amazon.com/images/I/71DDustCzJL._SY355_.jpg","HealthRoutine",29,"3,119","2,695","1,000","87,199.06","65,263.45",192,633,"AT",7.39,1,4.3,190,8,38,"Health Routine","Beauty","Large Envelope","FBA","12.00 x 3.40 x 3.50 cm",0.05,"N/A","Oct 14, 2025",,"No",6,"Health Routine"
47.,"Ciclopoli Fungal Nail Treatment, 6.6 ml","B00DIWHUWI","https://www.amazon.de/dp/B00DIWHUWI?psc=1","https://m.media-amazon.com/images/I/61gjckc3TgL._AC_SY355_.jpg","Ciclopoli",33.86,"1,802","1,802","N/A","60,192.68","60,191.5",39,"244,824","N/A",9.11,20,4.2,"3,719",8,0,,"Beauty","Large Envelope","MFN","4.00 x 5.00 x 10.00 cm",0.03,"N/A","Jun 21, 2013",,"No",154,
8.,"Nail Fungus Solution - Scientifically Confirmed Effect - Effective Nail Polish for Beautiful & Nourished Nails | Nail Hardener | Suitable for Foot & Hand, 10 ml","B0DD4H99XN","https://www.amazon.de/dp/B0DD4H99XN?psc=1","https://m.media-amazon.com/images/I/71x8BPAQP5L._SY355_.jpg","Medolin",9.99,"5,784","5,784","2,000","56,209.75","56,151.78",160,277,"DE",3.15,1,4.3,"1,465",6,66,"Medolin","Health & Personal Care","Large Envelope","FBA","11.90 x 3.40 x 3.50 cm",0.05,"#2","Sep 20, 2024",,"No",19,"Medolin"
60.,"PODERM - Nail Fungus, Pack of 2 Best Seller","B08MXTWMSM","https://www.amazon.de/dp/B08MXTWMSM?psc=1","https://m.media-amazon.com/images/I/71aHVw4MY+L._SY355_.jpg","PODERM",33.95,"1,252","1,252",700,"44,428.07","44,427.95",43,"1,112","AMZ",7.61,1,4.1,314,8,11,"Amazon","Beauty","Standard Envelope","AMZ","11.50 x 2.40 x 7.00 cm",0.07,"N/A","Nov 23, 2020",,"No",65,"Amazon"
29.,"Ciclopoli Against Nail Fungus, for Fungal Diseases of the Nails, Anti-Fungal Nail Polish with Proven Active Ingredient Ciclopirox and Deep Effect Effect, Apply Only Once Daily, with Application Aid, 6.6 ml","B09VYS5FVP","https://www.amazon.de/dp/B09VYS5FVP?psc=1","https://m.media-amazon.com/images/I/71o+irs888L._SX355_.jpg","Ciclopoli",37.08,"1,112","1,112","N/A","40,265.81","40,259.33",205,"N/A","NL",8.61,17,4.2,514,7,0,"esando",,"Large Envelope","MFN","4.00 x 5.00 x 10.00 cm",0.05,"N/A","Mar 19, 2022",,"No",49,"esando"
17.,"Health Press Nail Fungus Solution - Scientifically Proven Effect - 10 ml Anti Nail Fungus Liquid - Effective Nail Polish for Feet & Hands - Medical Device for Effective Treatment","B0CP86RM1Q","https://www.amazon.de/dp/B0CP86RM1Q?psc=1","https://m.media-amazon.com/images/I/71mj-5eaThL._SY355_.jpg","Health Press",7.99,"3,870","3,870",900,"35,460.87","35,423.43",178,"2,452","DE",2.31,1,3.4,377,8,129,"Onlinebrands GmbH","Health & Personal Care","Standard Envelope","FBA","11.80 x 2.40 x 5.00 cm",0.05,"N/A","Nov 30, 2023",,"No",29,"Onlinebrands GmbH"
