"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  €","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  €","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
6.,"La Roche Posay, Kerium Extra Soft Physiological Shampoo Gel, Soothes Scalp, Enriched with Thermal Water, For Sensitive Scalp, 400 ml","B00IVIMVFK","https://www.amazon.es/dp/B00IVIMVFK?psc=1","https://m.media-amazon.com/images/I/71r42hKzfEL._SX342_.jpg","La Roche-Posay",12.88,"1,279","1,279",700,"16,468.01","16,468.01",132,584,"AMZ",5.94,1,4.5,"2,608",1,62,"Amazon","Beauty","Small Parcel","AMZ","19.70 x 6.30 x 6.40 cm",0.47,"N/A","Jan 1, 2009",,"No",209,"Amazon"
7.,"Vichy Dercos Technique Ultra Soothing Shampoo Soothes Sensitive Scalp, Nourishes and Repairs, Anti-Irritation, Silicone-Free, For Normal Dry Hair, Dercos Technique, 200 ml","B01D5AP786","https://www.amazon.es/dp/B01D5AP786?psc=1","https://m.media-amazon.com/images/I/515ud8s-dmL._SX342_.jpg","VICHY",10.49,796,796,500,"8,346.15","8,346.14",171,743,"AMZ",4.84,1,4.5,"1,193",4,55,"Amazon","Beauty","Extra Large Envelope","AMZ","17.30 x 4.90 x 4.90 cm",0.26,"N/A","Mar 18, 2016",,"No",123,"Amazon"
17.,"Wella Professionals INVIGO BALANCE PURE - Champú Purificante para Cuero cabelludo sensible","B0CH8K9NMR","https://www.amazon.es/dp/B0CH8K9NMR?psc=1","https://m.media-amazon.com/images/I/61D-d5GlvIL._SX342_.jpg","Wella Professionals",7,"1,287",462,200,"17,252.01","3,930.92",90,563,"AMZ",3.73,14,4.4,876,14,34,"Amazon","Beauty","Large Envelope","AMZ","14.00 x 3.00 x 3.00 cm",0.27,"N/A","Sep 6, 2023",,"No",33,"Amazon"
18.,"ZIAJA MED Soothing Dermatological Antipruritic Shampoo, Natural Formula with Aloe, for All Hair Types, 300 ml","B0DF7ZD6P4","https://www.amazon.es/dp/B0DF7ZD6P4?psc=1","https://m.media-amazon.com/images/I/51AH-2DTSNL._AC_SY355_.jpg","Ziaja",3.3,360,360,200,"1,436.74","1,436.76",109,"2,590","AMZ",3.55,1,4,109,1,9,"Amazon","Beauty","Extra Large Envelope","AMZ","18.20 x 5.50 x 5.60 cm",0.34,"N/A","Aug 17, 2024",,"No",22,"Amazon"
19.,"KÉRASTASE SPECIFIQUE & BAIN Vital DERMO-CALM Shampoo 250 ml","B01HYOB0LC","https://www.amazon.es/dp/B01HYOB0LC?psc=1","https://m.media-amazon.com/images/I/51QM-+MwdLL._SX342_.jpg","KÉRASTASE",22.95,715,614,300,"18,980.94","14,340.75",59,"1,213","AMZ",7.35,1,4.6,"4,052",7,20,"Amazon","Beauty","Extra Large Envelope","AMZ","14.20 x 4.30 x 6.40 cm",0.29,"N/A","Feb 15, 2013",,"No",160,"Amazon"
20.,"Dr. Tree | Champú Dermoprotector Cueros Cabelludos Sensibles | Limpieza, Brillo y Fuerza | Refuerza el Microbioma | 99% Ingredientes Naturales | 400ml","B08ZD9MGLH","https://www.amazon.es/dp/B08ZD9MGLH?psc=1","https://m.media-amazon.com/images/I/61x7WrPEd2L._SY445_.jpg","Dr. Tree",9.25,383,383,200,"4,285.73","4,285.7",150,"2,193","AMZ",5.69,7,4.1,779,8,4,"Amazon","Beauty","Small Parcel","AMZ","20.40 x 7.40 x 13.20 cm",0.47,"N/A","Mar 18, 2021",,"No",63,"Amazon"
21.,"Wella Professionals INVIGO BALANCE PURE - Champú Purificante para Cuero cabelludo sensible","B0CH9DKHSC","https://www.amazon.es/dp/B0CH9DKHSC?psc=1","https://m.media-amazon.com/images/I/61ygOiYdD5L._SX342_.jpg","Wella Professionals",13.31,"1,193",709,600,"15,570.08","11,448.61",90,563,"AMZ",6.7,14,4.4,876,13,32,"Amazon","Beauty","Small Parcel","AMZ","25.00 x 8.20 x 8.40 cm",1.09,"N/A","Aug 3, 2023",,"No",34,"Amazon"
22.,"L'Oréal Professionnel, Anti Discomfort Shampoo Enriched with Dermatological Actives for Sensitive Scalp, Scalp Advanced, 300 ml","B0BPYF46LP","https://www.amazon.es/dp/B0BPYF46LP?psc=1","https://m.media-amazon.com/images/I/51t3w2uAovL._SX342_.jpg","L'Oréal Professionnel Paris",12.64,121,121,50,"1,877.02","1,877.06",127,"4,429","AMZ",6.2,26,4.4,812,10,11,"Amazon","Beauty","Extra Large Envelope","AMZ","14.10 x 5.80 x 5.80 cm",0.35,"N/A","Mar 1, 2023",,"No",39,"Amazon"
23.,"Rilastil - Advance Ultra-thin Shampoo for Sensitive Scalp, Seborrheic Dermatitis, Eczema, Sulfate-Free, with Oat Derivatives, Amino Acids, Hydrates Natural Volume - 500ml","B00TTX05FY","https://www.amazon.es/dp/B00TTX05FY?psc=1","https://m.media-amazon.com/images/I/41vyuPr5I1L._AC_SY355_.jpg","Rilastil",10.4,243,243,100,"3,126.5","3,126.52",170,"3,792","AMZ",5.8,17,4.4,163,5,2,"Amazon","Beauty","Extra Large Envelope","AMZ","21.90 x 5.20 x 7.30 cm",0.58,"N/A","Nov 20, 2013",,"No",151,"Amazon"
24.,"Urtekram Tea Tree Shampoo for Irritated Scalp 500 ml - Natural and Organic Soothing Care with Aloe Vera and Glycerin","B0019YN81E","https://www.amazon.es/dp/B0019YN81E?psc=1","https://m.media-amazon.com/images/I/6160y3zp-7L._AC_SY355_.jpg","Urtekram",9.3,840,736,500,"11,381.84","10,333.91",116,648,"AMZ",5.7,13,4.2,"5,717",5,29,"Amazon","Beauty","Small Parcel","AMZ","21.80 x 7.30 x 18.50 cm",0.57,"N/A","Aug 7, 2012",,"No",166,"Amazon"
25.,"H&S DermaXPro Soothing Shampoo 800ml with Aloe Vera Extract and Ceramide Complex Relieves Dry and Itchy Scalp Helps Strengthen Skin Barrier","B0G392Y83X","https://www.amazon.es/dp/B0G392Y83X?psc=1","https://m.media-amazon.com/images/I/71aKh8TRO4L._AC_SY355_.jpg","Head & Shoulders",10.74,402,402,200,"5,224.87","5,224.87",139,"2,403","AMZ",5.96,1,4.6,55,8,4,"Amazon","Beauty","Small Parcel","AMZ","23.90 x 6.40 x 9.50 cm",0.9,"N/A","Nov 21, 2025",,"No",7,"Amazon"
29.,"Urtekram Unscented Shampoo - Sensitive Scalp Care - 500ml - Organic and Vegan with Aloe Vera - Hypoallergenic, Certified, Gentle Hydration","B09GG99BX3","https://www.amazon.es/dp/B09GG99BX3?psc=1","https://m.media-amazon.com/images/I/61wsKhF1JWL._AC_SY355_.jpg","Urtekram",12.05,880,779,400,"12,341.66","11,360.36",138,813,"AMZ",6.2,14,4.1,935,5,30,"Amazon","Beauty","Small Parcel","AMZ","18.90 x 6.60 x 6.70 cm",0.56,"N/A","Sep 23, 2021",,"No",57,"Amazon"
30.,"Instituto Español Atopic Skin Shampoo - 300 ML","B01CS5KDOC","https://www.amazon.es/dp/B01CS5KDOC?psc=1","https://m.media-amazon.com/images/I/61fvp4VZU0S._AC_SY355_.jpg","Instituto Español",3.29,838,838,700,"3,369.89","3,369.9",46,411,"AMZ",4.59,14,4.5,"3,067",1,18,"Amazon","Beauty","Extra Large Envelope","AMZ","19.50 x 4.50 x 8.60 cm",0.37,"N/A","Mar 10, 2016",,"No",123,"Amazon"
31.,"L'Oréal Professionnel, Anti-Discomfort Shampoo Enriched with Dermatological Actives for Sensitive Scalp, Scalp Advanced, 500 ml","B0BPYG9ZRJ","https://www.amazon.es/dp/B0BPYG9ZRJ?psc=1","https://m.media-amazon.com/images/I/61OjUkBIrpL._AC_SY355_.jpg","L'Oréal Professionnel Paris",16.8,27,27,"N/A",631.2,631.19,127,"19,070","AMZ",7.3,25,4.6,553,11,16,,"Beauty","Small Parcel","AMZ","18.80 x 7.30 x 7.30 cm",0.57,"N/A","Mar 1, 2023",,"No",39,
32.,"Vichy Dercos Technique Dercos Technique Psolution Shampoo for Scalp with Psoriasis, Removes Scales and Reduces Itching, Clean and Healthy Scalp, Double Effectiveness, Unisex, Dercos Technique, 200 ml","B09GRM5X73","https://www.amazon.es/dp/B09GRM5X73?psc=1","https://m.media-amazon.com/images/I/71MZJV2dslL._SX342_.jpg","VICHY",11.32,"1,809","1,809","1,000","20,475.71","20,475.73",199,404,"AMZ",4.98,1,4.6,"1,315",7,280,"Amazon","Beauty","Extra Large Envelope","AMZ","17.30 x 4.90 x 4.90 cm",0.25,"N/A","Sep 21, 2021",,"No",57,"Amazon"
33.,"Wella Professionals INVIGO BALANCE CALM - Champú de Limpieza Suave y Mascarilla Capilar - Para Cuero Cabelludo Sensible - Sin Fragancia","B0CH8K7R2R","https://www.amazon.es/dp/B0CH8K7R2R?psc=1","https://m.media-amazon.com/images/I/61Za58JmlrL._SX342_.jpg","Wella Professionals",7.06,313,161,50,"3,445.82","1,366.79",135,"4,478","AMZ",3.96,12,4.4,133,13,6,"Amazon","Beauty","Extra Large Envelope","AMZ","14.70 x 5.70 x 5.80 cm",0.34,"N/A","Aug 3, 2023",,"No",34,"Amazon"
34.,"Vichy Dercos Technique Anti-Dandruff Shampoo, Oily Hair, Eliminates Dandruff and Reduces Itching, Clean and Healthy Scalp, Double Efficiency, Unisex, Dercos Technique, 390 ml","B00WN2BY7G","https://www.amazon.es/dp/B00WN2BY7G?psc=1","https://m.media-amazon.com/images/I/61jixBW8nsL._SX342_.jpg","VICHY",14.9,"8,242","8,242","5,000","139,159.09","139,159.07",174,41,"AMZ",7.14,1,4.7,"11,337",11,285,"Amazon","Beauty","Extra Large Envelope","AMZ","20.20 x 5.90 x 5.90 cm",0.45,"N/A","Apr 24, 2015",,"No",134,"Amazon"
35.,"NaturVital - Sensitive Shampoo, Paraben and Silicone Free, Natural Shampoo for Oily Hair, Dermatological for Atopic Skin and Sensitive Scalp, 300 ml","B0077372FO","https://www.amazon.es/dp/B0077372FO?psc=1","https://m.media-amazon.com/images/I/61umpwsZ6eL._AC_SY355_.jpg","NaturVital",3.3,"1,469","1,340",700,"9,484.8","5,347.34",148,645,"AMZ",3.32,1,4.3,"1,235",6,13,"Amazon","Beauty","Large Envelope","AMZ","20.20 x 3.60 x 6.60 cm",0.34,"N/A","Sep 9, 2014",,"No",141,"Amazon"
36.,"Sebamed Ultra Soft Shampoo 400ml - Shampoo with extra-gentle hair care formula for sensitive scalp and normal to dry hair","B00HR4KUAC","https://www.amazon.es/dp/B00HR4KUAC?psc=1","https://m.media-amazon.com/images/I/61i-s-IfPbL._AC_SY355_.jpg","Sebamed",11.15,604,604,300,"8,951.51","8,951.51",121,"1,436","AMZ",5.96,8,4.5,309,4,5,"Amazon","Beauty","Extra Large Envelope","AMZ","17.60 x 5.10 x 10.20 cm",0.44,"N/A","Jan 8, 2014",,"No",149,"Amazon"
