"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
9.,"Doublebase Dry Skin Emollient. Clinically Proven Moisturiser for Eczema, Psoriasis and Dermatitis Treatment. Body Cream for Dry Skin Relief (Packaging May Vary), 250g Pump Pack","B084F578HM","https://www.amazon.co.uk/dp/B084F578HM?psc=1","https://m.media-amazon.com/images/I/61jdH2RoO0L._AC_SY355_.jpg","Doublebase",6.53,"9,003","7,263","5,000","66,036.42","56,939.57",176,237,"AMZ",4.12,10,4.6,"8,894",8,43,"Amazon","Beauty","Small Parcel","AMZ","19.10 x 6.70 x 6.90 cm",0.36,"N/A","Feb 1, 2020",,"No",77,"Amazon"
10.,"Doublebase Flare Relief Emollient for the Treatment and Relief of Dry Skin Conditions such as Eczema and Psoriasis and Dermatitis (Packaging May Vary), 500g Pump Pack","B084ZR8RV6","https://www.amazon.co.uk/dp/B084ZR8RV6?psc=1","https://m.media-amazon.com/images/I/71t9OK5k-rL._AC_SY355_.jpg","Doublebase",10,"3,411","3,411","2,000","42,977.67","42,977.67",166,"1,334","AMZ",4.98,2,4.5,"3,995",8,29,"Amazon","Health & Personal Care","Small Parcel","AMZ","22.35 x 8.20 x 8.30 cm",0.63,"N/A","Feb 12, 2020",,"No",77,"Amazon"
20.,"Doublebase Dry Skin Emollient. Clinically Proven Moisturiser for Eczema, Psoriasis and Dermatitis Treatment. Body Cream for Dry Skin Relief, 100g Tube","B084F57JWZ","https://www.amazon.co.uk/dp/B084F57JWZ?psc=1","https://m.media-amazon.com/images/I/61aiWWIBnCL._AC_SY355_.jpg","Doublebase",4.37,"9,003","1,741","2,000","66,036.42","9,096.84",150,240,"AMZ",2.88,9,4.6,"8,894",9,45,"Amazon","Beauty","Large Envelope","AMZ","17.30 x 3.20 x 5.40 cm",0.11,"N/A","Feb 1, 2020",,"No",77,"Amazon"
21.,"100ml Emollient Cream for Eczema Psoriasis Dermatitis – Soothing Hydrating Relief for Itchy Irritated Skin – Protective Layer Moisturiser – Suitable All Ages","B0FKTBJPW5","https://www.amazon.co.uk/dp/B0FKTBJPW5?psc=1","https://m.media-amazon.com/images/I/412iE4AgjDL._AC_SY355_.jpg","AECECI",7.49,525,525,400,"5,441.54","5,441.53",157,"5,877","CN",2.9,2,4.5,71,6,8,"MASHANGYOU","Health & Personal Care","Large Envelope","FBA","14.80 x 3.80 x 6.10 cm",0.11,"N/A","Aug 12, 2025",,"No",11,"MASHANGYOU"
22.,"AproDerm® Emollient Cream 500g Pump - 2-in-1 Moisturuser and Soap Substitute, Suitable for Dry Skin, Eczema, Dermatitis & Psoriasis - Vegan","B071F1DH8W","https://www.amazon.co.uk/dp/B071F1DH8W?psc=1","https://m.media-amazon.com/images/I/41nv69PNiQL._AC_SY355_.jpg","AproDerm",8.21,"1,379","1,379",900,"13,668.49","13,668.48",139,"3,529","GB",4.63,7,4.6,"1,073",6,6,"Direct Care Ltd","Beauty","Small Parcel","MFN","20.80 x 7.40 x 7.40 cm",0.59,"N/A","May 9, 2017",,"No",110,"Direct Care Ltd"
27.,"Hydromol Ointment - Intensive Emollient for Very Dry, Itchy Skin – For Psoriasis, Flare-prone Eczema & Dermatitis - Helps Protect & Prevent Moisture Loss - 50g Tub","B003NTAWRG","https://www.amazon.co.uk/dp/B003NTAWRG?psc=1","https://m.media-amazon.com/images/I/91kgqt93zhL._AC_SY355_.jpg","hydromol",3.52,"2,673","1,195",800,"16,283.45","5,926.44",163,"1,435","AMZ",3.03,1,4.5,"1,078",5,28,"Amazon","Health & Personal Care","Extra Large Envelope","AMZ","7.30 x 5.70 x 5.80 cm",0.07,"N/A","Aug 31, 2021",,"No",59,"Amazon"
28.,"E45 Cream for Dry & Sensitive Skin - Clinically Proven Moisturiser for Eczema, Dermatitis & Irritation - Dermatologically Tested Non-Greasy Body, Face & Hand Care, 350g","B001RYUCQ0","https://www.amazon.co.uk/dp/B001RYUCQ0?psc=1","https://m.media-amazon.com/images/I/51K890yY6yL._SY342_.jpg","E45",8.32,"12,712","1,015",500,"119,302.65","10,137.82",168,180,"GB",3.89,21,4.7,"13,400",9,84,"Yogichem Ltd",,"Small Parcel","MFN","11.40 x 10.60 x 11.00 cm",0.41,"N/A","Nov 12, 2015",,"No",128,"Yogichem Ltd"
29.,"E45 Cream 50 g – Moisturiser for Dry Skin and Sensitive Skin - Emollient Body Cream to Soothe Dry and Irritated Skin - Itchy Skin, Eczema Cream - Perfume-Free Face Cream and Non-Greasy Hand Cream","B002ISB9NO","https://www.amazon.co.uk/dp/B002ISB9NO?psc=1","https://m.media-amazon.com/images/I/51SaMFB5qIL._SY342_.jpg","E45",1.45,"12,712","3,207","3,000","119,302.65","8,760.18",195,180,"AMZ",2.71,21,4.7,"13,400",9,82,"Amazon",,"Large Envelope","AMZ","14.30 x 3.40 x 4.20 cm",0.06,"N/A","Jun 14, 2010",,"No",193,"Amazon"
30.,"Healpsorin Emollient Balm: Eczema Cream for Face. Itch Relief Cream Helps Repair Skin Barrier for Conditions Such as Eczema, Psoriasis & Dermatitis","B09W9YXSR1","https://www.amazon.co.uk/dp/B09W9YXSR1?psc=1","https://m.media-amazon.com/images/I/615BIMjnE8L._AC_SY355_.jpg","Dermz",18.33,"1,086",82,50,"17,513.05","1,813.29",147,"4,571","GB",6.24,1,4.2,447,6,0,"Dermz Laboratories","Beauty","Extra Large Envelope","FBA","18.30 x 5.70 x 5.70 cm",0.28,"N/A","Mar 23, 2022",,"No",52,"Dermz Laboratories"
34.,"AproDerm® Ointment 500g Tub – Long-Lasting, Intensely Moisturising Emollient; Suitable for Eczema, Psoriasis, Ichthyosis, Dermatitis and Other Dry Skin Conditions; Vegan","B07WW67YWS","https://www.amazon.co.uk/dp/B07WW67YWS?psc=1","https://m.media-amazon.com/images/I/515EMfBlqbL._AC_SY355_.jpg","AproDerm",7.48,596,469,300,"4,663.56","4,093.36",169,"5,284","GB",4.55,8,4.5,428,5,5,"121Pharmacy","Health & Personal Care","Small Parcel","MFN","11.40 x 9.90 x 10.10 cm",0.57,"N/A","Aug 22, 2019",,"No",83,"121Pharmacy"
