"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
4.,"Oilatum Emollient Bath Liquid for Eczema, Psoriasis and Dry Skin Conditions, Soothing Formula for Sensitive Skin, Hydrating Relief for Itchy, Irritated Skin, 1 x 500ml","B001PMM3BG","https://www.amazon.co.uk/dp/B001PMM3BG?psc=1","https://m.media-amazon.com/images/I/61ZF0YxgJDL._AC_SY355_.jpg","Oilatum",10.42,"2,288","2,288","1,000","28,589.39","28,589.39",167,"2,288","AMZ",4.86,16,4.7,"1,767",8,9,"Amazon","Beauty","Extra Large Envelope","AMZ","24.61 x 5.21 x 9.19 cm",0.52,"N/A","Mar 4, 2009",,"No",208,"Amazon"
9.,"Oilatum Moisture Rich Bath Soak, For Dry, Itchy, Sensitive and Eczema-prone Skin, Soothes, Hydrates and Relieves Dryness, Protects the Skin, Suitable for Everyday Use, 1 x 300ml","B001RYUCL0","https://www.amazon.co.uk/dp/B001RYUCL0?psc=1","https://m.media-amazon.com/images/I/61ntLoMlKhL._AC_SY355_.jpg","Oilatum",6.99,"1,437","1,293",800,"12,524.1","11,640.83",177,"3,631","AMZ",3.41,11,4.6,"1,877",7,3,"Amazon","Beauty","Large Envelope","AMZ","18.42 x 3.71 x 8.71 cm",0.3,"N/A","Feb 27, 2010",,"No",197,"Amazon"
10.,"QV Bath Oil (500 ml) Moisturising Bath Soak for Sensitive Skin, Relief from Dry Itchy Skin, Gentle pH Balanced Formula, Fragrance Free, Soap Free, Non Greasy, Noncomedogenic Bath Soak","B0085U7XYI","https://www.amazon.co.uk/dp/B0085U7XYI?psc=1","https://m.media-amazon.com/images/I/51N7ltWsH+L._AC_SY355_.jpg","QV",6.11,"1,009",694,500,"8,654.61","6,553.5",183,"4,319","AMZ",3.47,6,4.5,826,8,8,"Amazon","Beauty","Extra Large Envelope","AMZ","17.80 x 4.90 x 9.80 cm",0.47,"N/A","Jun 1, 2012",,"No",169,"Amazon"
20.,"QV Bath Oil (250 ml) Moisturising Bath Soak for Sensitive Skin, Relief from Dry Itchy Skin, Gentle pH Balanced Formula, Fragrance Free, Soap Free, Non Greasy, Noncomedogenic Bath Soak","B009P41AJW","https://www.amazon.co.uk/dp/B009P41AJW?psc=1","https://m.media-amazon.com/images/I/617yGiX-c4L._AC_SY355_.jpg","QV",4.37,"1,009",315,200,"8,654.61","2,101.1",183,"4,319","AMZ",2.88,4,4.5,826,8,8,"Amazon","Beauty","Large Envelope","AMZ","14.50 x 3.80 x 8.20 cm",0.24,"N/A","Oct 21, 2012",,"No",165,"Amazon"
21.,"Oilatum Plus Antiseptic Emollient Bath Additive for Eczema and Dry Skin Conditions, Soothing and Hydrating Formula, Dermatologist Recommended Relief, 1 x 500ml","B000LNEB7Y","https://www.amazon.co.uk/dp/B000LNEB7Y?psc=1","https://m.media-amazon.com/images/I/612ECDjkKWL._AC_SY355_.jpg","Oilatum",12.58,203,203,100,"3,176.48","3,176.5",159,"10,668","AMZ",6.1,11,4.7,625,7,1,"Amazon","Health & Personal Care","Extra Large Envelope","AMZ","22.20 x 5.20 x 9.30 cm",0.52,"N/A","Dec 4, 2006",,"No",235,"Amazon"
22.,"OatSoak Bath Additive 500g. Skin Relief, Soothing Bath Powder for Itchy Skin, Psoriasis, Eczema, Chicken pox, Irritation and Sunburn. Free from Fragrance, Dyes, Non Scented 100% Natural Made in Wales","B0BW14RMHV","https://www.amazon.co.uk/dp/B0BW14RMHV?psc=1","https://m.media-amazon.com/images/I/61lDYid8wkL._AC_SY355_.jpg","Bare Boutique",16.13,983,189,100,"9,640.43","3,696.28",199,"16,470","GB",6.41,6,4.6,"1,240",5,19,"SUPERTRADE LIMITED","Beauty","Large Envelope","MFN","25.50 x 3.61 x 19.00 cm",0.51,"N/A","Feb 16, 2023",,"No",41,"SUPERTRADE LIMITED"
27.,"Oilatum Moisture Rich Bath Soak, For Dry, Itchy, Sensitive and Eczema-prone Skin, Soothes, Hydrates and Relieves Dryness, Protects the Skin, Fragrance Free, Suitable for Everyday Use, 1 x 150ml","B003XJB1F8","https://www.amazon.co.uk/dp/B003XJB1F8?psc=1","https://m.media-amazon.com/images/I/61-skPOwvYL._AC_SY355_.jpg","Oilatum",5.57,"1,437",143,100,"12,524.1",883.3,193,"3,631","AMZ",2.99,4,4.6,"1,877",1,9,"Amazon","Beauty","Large Envelope","AMZ","16.20 x 3.90 x 7.50 cm",0.18,"N/A","Nov 1, 2010",,"No",188,"Amazon"
28.,"HYDROMOL Bath & Shower 1000ML Emollient- Treatment of Dry Skin Conditions-Eczema, Ichthyosis and SENILE Pruritus. - 1000ML","B00JNAXSWU","https://www.amazon.co.uk/dp/B00JNAXSWU?psc=1","https://m.media-amazon.com/images/I/21ch-9oR7QL._AC_.jpg","hydromol",15.82,111,111,100,"2,142.59","2,142.6",122,"21,666","GB",6.92,4,4.6,102,1,0,"HealthForY0u","Beauty","Small Parcel","MFN","24.00 x 9.91 x 9.91 cm",1.64,"N/A","Dec 31, 2011",,"No",175,"HealthForY0u"
29.,"Zeroderma Zeroderm Ointment, Rich 3-in-1 Emollient, Soap Substitute & Bath Additive, For Dry Skin Conditions such as Eczema, Ichthyosis & other Dry Skin Conditions. 500g","B00QMFMDOS","https://www.amazon.co.uk/dp/B00QMFMDOS?psc=1","https://m.media-amazon.com/images/I/61ApOunQygL._AC_SY355_.jpg","Zeroderma",7.62,"1,182","1,182",900,"10,596.66","10,596.66",169,"3,617","GB",3.82,19,4.7,"1,242",3,3,"Direct Care Ltd","Beauty","Small Parcel","MFN","10.70 x 10.30 x 10.50 cm",0.56,"N/A","Feb 17, 2016",,"No",125,"Direct Care Ltd"
30.,"E45 Dermatological Junior Foaming Bath Milk 500 ml – Bath Foam for Kids - Soap-Free Body Wash to Protect and Moisturise Dry and Sensitive Skin – Soothe Itching and Irritation - Dermatitis Eczema Cream","B001E4EMM8","https://www.amazon.co.uk/dp/B001E4EMM8?psc=1","https://m.media-amazon.com/images/I/51+dWtfZyTL._AC_SX342_.jpg","E45",4.87,"1,390","1,390","1,000","8,228.8","8,228.8",200,458,"AMZ",3.56,7,4.6,685,6,6,"Amazon","Baby Products","Small Parcel","AMZ","19.30 x 6.40 x 6.60 cm",0.54,"N/A","Aug 13, 2008",,"No",215,"Amazon"
