Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
10,"Aliud Pharma Clotrimazol AL 1%, 50 g Cream: Antimycotic for the treatment of fungal skin and athlete's foot",B00E5ANFF8,Cream,https://www.amazon.de/dp/B00E5ANFF8?psc=1,https://m.media-amazon.com/images/I/61-eR44H-yL._AC_SY355_.jpg,AL Aliud Pharma,6.72,"6,487","4,575",N/A,"48,246.16","35,143.87",107,"147,552",NL,3.06,22,4.5,"4,602",7,N/A,apodiscounter,Health & Personal Care,Large Envelope,MFN,16.90 x 3.90 x 2.90 cm,0.07,N/A,"Aug 9, 2013",,No,153,apodiscounter
29,"1L SOS Disinfectant Spray for Feet and Shoes | Planet Sensitive Effective Against Athlete's Foot, Bacteria, Viruses, Yeast Fungi & Odours | Foot Disinfectant Spray | Made in Germany | Spray Bottle",B0DY1SW2D1,Spray,https://www.amazon.de/dp/B0DY1SW2D1?psc=1,https://m.media-amazon.com/images/I/61iLA-9DY2L._AC_SY355_.jpg,PI,11.97,"2,363","2,363","1,000","34,670.51","34,646.76",196,625,DE,5.11,2,4.3,317,8,21,Planet Protect Shop,Health & Personal Care,Small Parcel,MFN,28.80 x 9.40 x 13.90 cm,1.1,N/A,"Feb 21, 2025",,No,15,Planet Protect Shop
30,Lamisil 30 g,B00E67K012,Cream,https://www.amazon.de/dp/B00E67K012?psc=1,https://m.media-amazon.com/images/I/618XrJudmEL._AC_SY355_.jpg,Lamisil,17.24,"2,119","1,516",N/A,"34,844.55","28,072.74",12,"171,473",NL,N/A,23,4.5,"2,602",5,N/A,Aktivapotheke,Health & Personal Care,Large Envelope,MFN,4.00 x 5.00 x 10.00 cm,0.05,N/A,"Feb 29, 2012",,No,171,Aktivapotheke
56,"SOS Anti-fungus gel 30 ml, 3-in-1 effect against athlete's foot, relieves itching and burning, prevents new infestations, clinically tested, for children from 4 years and adults",B0FY36C2XG,Cream,https://www.amazon.de/dp/B0FY36C2XG?psc=1,https://m.media-amazon.com/images/I/51rjjqK1MnL._AC_SY355_.jpg,SOS,7.45,"1,760","1,757",N/A,"13,232.87","13,069.73",177,"9,759",N/A,4.01,1,4.2,84,6,10,,Health & Personal Care,Large Envelope,FBA,13.20 x 3.40 x 3.40 cm,0.04,N/A,"Oct 28, 2025",,No,7,
24,Foot Bath Salt with Tendency to Athlete's Foot and Skin Cracks 550 g BINGOSPA,B0CRDY9C1H,BathSalt,https://www.amazon.de/dp/B0CRDY9C1H?psc=1,https://m.media-amazon.com/images/I/71pgZfaTetL._AC_SY355_.jpg,BingoSpa,12.52,682,684,300,"10,160.52","10,187.71",77,"2,935",PL,6.2,1,4.5,221,8,5,BINGOSPA,Beauty,Small Parcel,FBA,17.60 x 9.50 x 9.90 cm,0.64,N/A,"Jan 3, 2024",,No,28,BINGOSPA
66,Mykosert Spray for Skin and Foot Fungus 60ml Solution,B08L4JZYYZ,Spray,https://www.amazon.de/dp/B08L4JZYYZ?psc=1,https://m.media-amazon.com/images/I/51wsgtb8n2L._AC_SY355_.jpg,MYKOSERT,19.18,469,469,N/A,"9,960.01","9,957.55",53,N/A,DE,7.31,15,4.4,164,7,0,apohealth - Gesundheit aus der Apotheke,,Large Envelope,MFN,10.60 x 4.00 x 8.00 cm,0.11,N/A,"Feb 19, 2022",,No,51,apohealth - Gesundheit aus der Apotheke
40,"Antifungal Ointment and Cream Skin Fungus and Athlete's Foot: Natural Care Formula for Skin Such as Athlete's Foot, Skin Fungus or Groin Fungus - For Men & Women",B0FTMT1L1W,Cream,https://www.amazon.de/dp/B0FTMT1L1W?psc=1,https://m.media-amazon.com/images/I/71TPV51GkkL._AC_SY355_.jpg,Swiftalyn,15.96,561,561,300,"9,592.53","9,586.79",161,"7,087",CN,4.76,3,4.3,130,7,N/A,ScalpKind,Health & Personal Care,Standard Envelope,FBA,13.80 x 2.40 x 4.00 cm,0.03,N/A,"Oct 2, 2025",,No,7,ScalpKind
38,"ALIUD PHARMA Clotrimazole AL Spray 1%, 30 ml: Antifungal for the Treatment of Fungal Infections on Skin and Feet",B00E67AZPI,Spray,https://www.amazon.de/dp/B00E67AZPI?psc=1,https://m.media-amazon.com/images/I/71lWZaeJb3L._AC_SY355_.jpg,AL Aliud Pharma,6.2,"6,487","1,256",N/A,"48,246.16","8,904.68",112,"147,552",NL,3.15,23,4.5,"4,602",4,N/A,apodiscounter,Health & Personal Care,Large Envelope,MFN,3.70 x 3.90 x 11.60 cm,0.1,N/A,"Oct 11, 2012",,No,163,apodiscounter
23,"Dr. Scholl's Athlete's Foot Gel 4-in-1 Treatment - Instant Relief from Itching and Burning, Antifungal Cream, Kills Athlete's Foot Pathogens, Prevents Further Infections, Monthly Pack, 10 ml",B0G67BZTFT,Cream,https://www.amazon.de/dp/B0G67BZTFT?psc=1,https://m.media-amazon.com/images/I/71cfQkSBWVL._AC_SY355_.jpg,Dr. Scholl's,6.71,920,920,600,"8,710.81","8,703.06",190,"2,283",AMZ,2.29,1,4.3,24,9,4,Amazon,Health & Personal Care,Standard Envelope,AMZ,14.50 x 2.20 x 6.40 cm,0.02,N/A,"Dec 10, 2025",,No,5,Amazon
44,Lamisil Once - Patented Athlete's Foot Treatment with Just One Application - Quick Relief of Symptoms - 1% Terbinafine Hydrochloride - Antifungal Gel,B0D25W5L82,Solution,https://www.amazon.de/dp/B0D25W5L82?psc=1,https://m.media-amazon.com/images/I/71mWmzclmbL._AC_SY355_.jpg,Lamisil,14.28,473,473,N/A,"8,146.53","8,145.22",149,"295,675",NL,N/A,6,4.3,56,5,0,Aktivapotheke,Health & Personal Care,Large Envelope,MFN,3.50 x 14.30 x 4.10 cm,0.02,N/A,"Apr 19, 2024",,No,25,Aktivapotheke
11,Canesten Extra Cream with Canes,B00E67GU1Q,Cream,https://www.amazon.de/dp/B00E67GU1Q?psc=1,https://m.media-amazon.com/images/I/71RNg1o23vL._AC_SY355_.jpg,Canesten,17.89,781,396,N/A,"13,148.48","8,038.18",31,"143,640",NL,46.62,20,4.5,"6,377",9,N/A,apodiscounter,Health & Personal Care,Large Oversize,MFN,100.00 x 100.00 x 100.00 cm,0.23,N/A,"Feb 29, 2012",,No,171,apodiscounter
62,"1% Cream for Fungal Skin and Athlete's Foot with Broad Spectrum Antifungal for Adults and Schoolchildren (6 years and up), 40 g",B009AQP8O8,Cream,https://www.amazon.de/dp/B009AQP8O8?psc=1,https://m.media-amazon.com/images/I/612bymL4fVL._AC_SY355_.jpg,Selergo,13.94,465,465,N/A,"7,151.10","7,148.98",127,"243,136",NL,5.05,17,4.4,213,1,0,Apotheke Online,Health & Personal Care,Large Envelope,MFN,4.00 x 5.00 x 10.00 cm,0.06,N/A,"Sep 14, 2012",,No,164,Apotheke Online
18,"Medolin Athlete's Foot Gel - Athlete's Foot Cream Against Itching & Unpleasant Odours - With Natural Ingredients - Athlete's Foot Treatment | Lotion | For Massage on Feet, 30 ml",B0DJDBR2SN,Cream,https://www.amazon.de/dp/B0DJDBR2SN?psc=1,https://m.media-amazon.com/images/I/71zVuMEeyEL._AC_SY355_.jpg,Medolin,9.87,542,542,300,"5,956.82","5,951.24",177,"1,461",DE,4.17,1,4.4,127,6,N/A,Medolin,Beauty,Large Envelope,FBA,11.80 x 3.50 x 3.70 cm,0.04,N/A,"Oct 14, 2024",,No,19,Medolin
51,Lamisil Spray - Quick Treatment of Athlete's Foot & Skin Fungus - Quick Relief of Symptoms - 1% Terbinafine Hydrochloride - Antifungal Spray 15 ml,B0D2DHHGS4,Spray,https://www.amazon.de/dp/B0D2DHHGS4?psc=1,https://m.media-amazon.com/images/I/71sppmquxfL._AC_SY355_.jpg,Lamisil,12.56,515,442,N/A,"7,495.24","5,932.88",146,"240,400",NL,4.69,14,4.5,557,6,0,Aktivapotheke,Health & Personal Care,Large Envelope,MFN,4.00 x 5.00 x 10.00 cm,0.03,N/A,"Apr 22, 2024",,No,25,Aktivapotheke
43,Clotr Imazol 1%/Arnica Cream 50g,B00DIWM9QA,Cream,https://www.amazon.de/dp/B00DIWM9QA?psc=1,https://m.media-amazon.com/images/I/51IdxdwALRL._AC_SY355_.jpg,1A PHARMA,8.31,756,756,N/A,"5,843.84","5,840.89",32,"189,806",DE,3.08,11,4.5,"1,238",1,0,APONEO - Deutsche Versand-Apotheke,Health & Personal Care,Large Envelope,MFN,4.20 x 16.70 x 2.80 cm,0.06,N/A,"Aug 22, 2012",,No,165,APONEO - Deutsche Versand-Apotheke
25,"Herbal Skin Cream Fungus and Athlete's Foot Cream: Light Botanical Formula for Skin Tending to Athlete's Foot, Groin Fungus, Ringworm (Tinea Corporis) & Seborrheic Dermatitis 20g",B0G2MCV9CL,Cream,https://www.amazon.de/dp/B0G2MCV9CL?psc=1,https://m.media-amazon.com/images/I/71n6k2WRouL._AC_SY355_.jpg,Kopa Haiku,13.59,327,327,200,"5,195.02","5,191.77",178,"8,036",CN,3.7,1,4.6,216,7,32,KopaCare,Health & Personal Care,Standard Envelope,FBA,13.80 x 2.20 x 4.10 cm,0.03,N/A,"Nov 17, 2025",,No,6,KopaCare
51,Mykosert Fungal Skin and Foot Cream 50g Cream,B08FXPWQDM,Cream,https://www.amazon.de/dp/B08FXPWQDM?psc=1,https://m.media-amazon.com/images/I/51isMVDFp5L._AC_SY355_.jpg,MYKOSERT,18.2,251,251,N/A,"5,172.47","5,170.90",45,"314,660",NL,6.17,15,4.5,109,8,0,apodiscounter,Health & Personal Care,Large Envelope,MFN,4.70 x 3.40 x 14.30 cm,0.07,N/A,"Jan 14, 2022",,No,52,apodiscounter
9,Canesten Extra Cream with Canes,B007FAT1SK,Cream,https://www.amazon.de/dp/B007FAT1SK?psc=1,https://m.media-amazon.com/images/I/71v0p1BuLmL._AC_SY355_.jpg,Canesten,11.4,781,385,N/A,"13,148.48","5,109.74",31,"143,655",NL,5.72,21,4.5,"6,377",9,N/A,apodiscounter,Health & Personal Care,Large Envelope,MFN,3.00 x 13.00 x 3.00 cm,0.23,N/A,"Feb 29, 2012",,No,171,apodiscounter
65,"Skin Fungus Cream, Extra Strong Antifungal Cream, Antibody Ringworm, Eczema, Sweat Bubbles, for Use on Face and Body, 60 g (Pack of 1)",B0GRVR8C26,Cream,https://www.amazon.de/dp/B0GRVR8C26?psc=1,https://m.media-amazon.com/images/I/61wDT3y888L._AC_SY355_.jpg,BIOAR,13.96,287,287,100,"4,688.80","4,688.68",134,"6,302",CN,5.18,1,5,6,9,0,BIOAR Naturhaus,Health & Personal Care,Large Envelope,FBA,12.30 x 3.40 x 5.50 cm,0.08,N/A,"Mar 9, 2026",,No,2,BIOAR Naturhaus
53,"Natural antifungal ointment skin fungus cream: for affected areas such as athlete's foot, jock itch, eczema and groin fungus - for all skin types - with tea tree oil, aloe vera, lavender, chamomile",B0G2T31DHB,Cream,https://www.amazon.de/dp/B0G2T31DHB?psc=1,https://m.media-amazon.com/images/I/71VTtak1p-L._AC_SY355_.jpg,Recuren Plus,16.8,259,259,100,"4,662.24","4,659.49",197,"8,315",GB,7.46,2,4.2,199,7,7,Regeneration Store,Health & Personal Care,Extra Large Envelope,FBA,5.80 x 5.20 x 5.80 cm,0.07,N/A,"Nov 18, 2025",,No,6,Regeneration Store
47,"Tea Tree Oil Skin Fungus Cream Antifungal Ointment: Natural, Fast & Intensive Treatment for Athlete's Foot, Eczema, Groin Fungus & Tinea Versicolor - Soothing & Moisturising - 100g",B0FX2WNB1K,Cream,https://www.amazon.de/dp/B0FX2WNB1K?psc=1,https://m.media-amazon.com/images/I/71AJy4vRmlL._AC_SY355_.jpg,Recuren Plus,21.25,186,186,100,"4,218.80","4,217.93",180,"13,456",GB,6.62,2,4.4,126,7,4,Regeneration Store,Health & Personal Care,Small Parcel,FBA,7.50 x 6.20 x 7.40 cm,0.15,N/A,"Oct 20, 2025",,No,7,Regeneration Store
