"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  €","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  €","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
6.,"La Roche Posay Kerium Extra Gentle Shampoo for Sensitive Scalp, Calming and Soothing Effect, Deep Cleansed Scalp, with Polysorbate and Thermal Water, 400 ml","B00IVIMVFK","https://www.amazon.it/dp/B00IVIMVFK?psc=1","https://m.media-amazon.com/images/I/61z-YDxVoyL._AC_SX342_.jpg","La Roche-Posay",12.78,"3,090","3,090","1,000","39,824.78","39,824.78",156,277,"AMZ",6.94,1,4.5,"2,669",1,49,"Amazon","Beauty","Small Parcel","AMZ","19.70 x 6.30 x 6.40 cm",0.47,"N/A","Jan 1, 2009",,"No",209,"Amazon"
7.,"Bioderm Shampoo Soft - Sensitive Scalp Shampoo | Anti-Dandruff Treatment, Seborrheic Dermatitis & Itchy Scalp | Daily Use | Paraben Free | 500ml","B06ZZG2V8X","https://www.amazon.it/dp/B06ZZG2V8X?psc=1","https://m.media-amazon.com/images/I/61LArEeM8XL._AC_SY355_.jpg","BIODERM BIODERMOCOSMETICI",7.81,"1,469","1,037",600,"14,847.27","9,884.41",144,976,"AMZ",5.78,2,4.2,"1,259",8,21,"Amazon","Beauty","Small Parcel","AMZ","19.40 x 6.90 x 18.60 cm",0.56,"N/A","Apr 21, 2017",,"No",110,"Amazon"
20.,"Vichy Dercos Ultra Soothing Shampoo for Sensitive Skin and Dry Hair, Soothing Action, Scalp Itchy and Reduced Redness with Glycerin and Panthenol, 200 ml","B01D5AP786","https://www.amazon.it/dp/B01D5AP786?psc=1","https://m.media-amazon.com/images/I/51nI-ksFUvL._AC_SX342_.jpg","VICHY",10.79,775,775,400,"8,511.68","8,511.68",153,"1,405","AMZ",6.25,1,4.5,"1,203",6,55,"Amazon","Beauty","Extra Large Envelope","AMZ","17.30 x 4.90 x 4.90 cm",0.26,"N/A","Mar 18, 2016",,"No",123,"Amazon"
21.,"BioNike Triderm D.S. Seborrheic Dermatitis Treatment Shampoo for Seborrheic Dermatitis and Soothing Action, Relieves Itching, Irritation and Flaking, 125 ml","B08WJZXC4Y","https://www.amazon.it/dp/B08WJZXC4Y?psc=1","https://m.media-amazon.com/images/I/41YLGNQatJL._AC_SX342_.jpg","Bionike",10.84,"2,386","2,386","1,000","32,500.01","32,500.04",156,84,"AMZ",6.27,15,4.4,"1,747",6,32,"Amazon","Pet Supplies","Extra Large Envelope","AMZ","18.30 x 5.30 x 5.40 cm",0.16,"N/A","Feb 11, 2021",,"No",64,"Amazon"
22.,"Euphidra - AmidoMio Oil Shampoo with Rice Oil, Restructuring and Antipruritic Action, Nourishing and Emolient Properties, Protects Scalp, for Delicate Hair, 200 ml","B01N5O3T8B","https://www.amazon.it/dp/B01N5O3T8B?psc=1","https://m.media-amazon.com/images/I/61Zs2Ob27OL._AC_SY355_.jpg","Euphidra",6.61,319,319,200,"2,598.24","2,598.26",163,"2,554","AMZ",5.28,30,4.7,360,7,7,"Amazon","Beauty","Extra Large Envelope","AMZ","14.40 x 4.70 x 8.00 cm",0.23,"N/A","Jan 23, 2015",,"No",137,"Amazon"
23.,"BBionike Defence Hair - Extra Gentle Shampoo Oil Frequent Washes, for Sensitive and Irritable Skin, Soothes and Relieves Itching and Irritation","B08KFV2R9M","https://www.amazon.it/dp/B08KFV2R9M?psc=1","https://m.media-amazon.com/images/I/41oN4Hxz8GL._AC_SX342_.jpg","Bionike",4.89,881,881,400,"6,408.55","6,408.54",143,"1,178","AMZ",4.12,21,4.3,"1,076",6,5,,"Beauty","Extra Large Envelope","AMZ","20.50 x 4.50 x 7.30 cm",0.47,"N/A","Sep 28, 2020",,"No",69,
24.,"PsoriTIS Urea 10% Shampoo - Seborrheic Dermatitis, Scalp Prone to Psoriasis, Dandruff, Scales, Pruriginous, Inflamed Skin, Moisturizing Relief, Moisturizes and Normalizes the Skin 120 ml","B0851F6C4Z","https://www.amazon.it/dp/B0851F6C4Z?psc=1","https://m.media-amazon.com/images/I/41agaOHNtqL._AC_SY355_.jpg","TIS farmaceutic",8.19,"1,114",996,500,"12,189.32","9,950.85",186,"1,605","RO",4.38,1,4.2,"2,478",8,39,"KLU.Farma (EU)","Beauty","Extra Large Envelope","FBA","15.60 x 4.20 x 5.00 cm",0.16,"N/A","Oct 28, 2021",,"No",56,"KLU.Farma (EU)"
25.,"Aveeno Shampoo 300ml","B08GNZS4B1","https://www.amazon.it/dp/B08GNZS4B1?psc=1","https://m.media-amazon.com/images/I/61QUJstvqjL._AC_SY355_.jpg","Aveeno",7.7,"1,436","1,129",600,"16,830.47","12,390.78",20,765,"AMZ",5.14,17,4.5,875,7,16,"Amazon","Beauty","Extra Large Envelope","AMZ","17.70 x 4.10 x 8.00 cm",0.33,"N/A","Jan 20, 2016",,"No",125,"Amazon"
26.,"Bionike Defence Hair Dermolenitive Shampoo for Sensitive and Irritable Skin, Protective and Moisturizing Action, Gently Cleanses, Soothes and Gives Relief from Irritation and Itching","B075WGFSFN","https://www.amazon.it/dp/B075WGFSFN?psc=1","https://m.media-amazon.com/images/I/41fLqJY1ryL._AC_SX342_.jpg","Bionike",5.7,"1,910","1,025",500,"13,629.58","7,772.93",182,"1,936","AMZ",4.2,24,4.4,973,6,7,"Amazon","Beauty","Extra Large Envelope","AMZ","20.50 x 5.00 x 7.60 cm",0.47,"N/A","Oct 11, 2017",,"No",104,"Amazon"
27.,"Repavar Atopic Skin - Hair Shampoo with Anti-Rritant Action - Soothes Itching, Protects Inflamed Skin Barrier and Flaking - for Atopic, Dry and Very Dry Skin - 200 ml","B00J5FZMT0","https://www.amazon.it/dp/B00J5FZMT0?psc=1","https://m.media-amazon.com/images/I/81fZdCtq2QL._AC_SX355_.jpg","Repavar",13.85,10,10,"N/A",168.19,168.19,166,"21,383","AMZ",6.77,4,4.4,150,4,2,"Amazon","Beauty","Extra Large Envelope","AMZ","16.40 x 4.20 x 6.10 cm",0.25,"N/A","Jan 8, 2014",,"No",149,"Amazon"
28.,"Bioderm Shampoo Soft - Sensitive Scalp Shampoo | Anti-Dandruff Treatment, Seborrheic Dermatitis & Itchy Scalp, Daily Use, Paraben Free, 1000ml","B09FFKMT7W","https://www.amazon.it/dp/B09FFKMT7W?psc=1","https://m.media-amazon.com/images/I/51JQAQQC88L._AC_SY355_.jpg","FARMODERM",9.57,202,202,100,"2,323.36","2,323.37",142,"5,938","AMZ",7.93,1,4.2,287,1,6,"Amazon","Beauty","Small Parcel","AMZ","23.50 x 8.40 x 8.40 cm",1.07,"N/A","Nov 15, 2022",,"No",43,"Amazon"
32.,"Dermovitamina Itching Soothing Shampoo - For Sensitive and Delicate Scalp - Gentle Cleansing - Frequent Washes - With Bisabolol and Oat Protein - Sulphate-free Shampoo - 200 ml","B07SHQNKFR","https://www.amazon.it/dp/B07SHQNKFR?psc=1","https://m.media-amazon.com/images/I/41SQ42uPrlL._AC_SY355_.jpg","Dermovitamina",6.97,"1,026","1,026",400,"7,827.53","7,827.52",176,"1,532","AMZ",4.25,11,4.2,"1,069",5,11,"Amazon","Beauty","Extra Large Envelope","AMZ","17.60 x 4.70 x 7.80 cm",0.23,"N/A","Jun 1, 2019",,"No",84,"Amazon"
33.,"Mustela Stelatopia Shampoo Mousse for Scalp with Extreme Dryness or Atopic Dermatitis, Hair, Babies, Children, Whole Family, Reduces Redness and Itching (150 ml)","B075TWS319","https://www.amazon.it/dp/B075TWS319?psc=1","https://m.media-amazon.com/images/I/51PqSz9oxoL._AC_SY355_.jpg","Mustela",5.56,225,225,100,"2,037.33","2,037.33",161,"7,911","AMZ",6.43,24,4.4,712,12,8,,"Beauty","Extra Large Envelope","AMZ","17.30 x 4.60 x 4.70 cm",0.2,"N/A","Sep 30, 2017",,"No",105,
34.,"Bionike Defence Hair Dermolenitive Shampoo for Sensitive and Irritable Skin, Protective and Moisturizing Action, Gently Cleanses, Soothes and Gives Relief from Irritation and Itching","B076DCG81D","https://www.amazon.it/dp/B076DCG81D?psc=1","https://m.media-amazon.com/images/I/61p6TzTbWpL._AC_SY445_.jpg","Bionike",6,"1,910",885,"N/A","13,629.58","5,856.68",182,"1,936","N/A",4.12,16,4.4,973,6,7,,"Beauty","Extra Large Envelope","FBA","17.30 x 4.30 x 7.20 cm",0.25,"N/A","Jun 28, 2017",,"No",108,
35.,"La Roche-Posay Toleriane Kerium DS Intensive Anti-Dandruff Shampoo Reduces and Soothes Itching, Effective from the First Application, with LHA and Salicylic Acid, 200 ml","B0DHS7KGWT","https://www.amazon.it/dp/B0DHS7KGWT?psc=1","https://m.media-amazon.com/images/I/71UKWTAOZTL._AC_SX342_.jpg","La Roche-Posay",22.03,862,862,300,"18,311.14","18,311.13",169,"2,843","N/A",7.63,1,4.6,327,1,10,,"Beauty","Extra Large Envelope","MFN","17.40 x 4.90 x 5.20 cm",0.23,"N/A","Sep 21, 2024",,"No",21,
