Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
6.,"PIC Clothes Moth Trap – Remedy Against Clothes Moths, Suitable for the Protection of All Clothes in the Wardrobe",B07MSG8VPN,Physical Trap,https://www.amazon.es/dp/B07MSG8VPN?psc=1,https://m.media-amazon.com/images/I/81rn+ZldsHL._AC_SY355_.jpg,PIC,12.95,952,952,400,"12,043.93","12,036.62",112,140,DE,4.26,1,4,"4,576",8,55,UE-SHOP,Garden,Extra Large Envelope,FBA,13.30 x 4.90 x 10.10 cm,0.12,N/A,"Mar 12, 2019",,No,86,UE-SHOP
7.,"POLIL Raid Pack Ganchos Perfumados Lavanda Fresca, Perfuman el Armario y protegen tu Ropa, 16 Unidades",B09ZVJ8TC5,Repellent,https://www.amazon.es/dp/B09ZVJ8TC5?psc=1,"https://m.media-amazon.com/images/I/715jf++v4wL._AC_SY355_PIbundle-8,TopRight,0,0_SH20_.jpg",POLIL,22.75,329,329,200,"7,510.2","7,507.78",102,630,ES,4.45,5,4.3,67,1,0,Crismarlex,Jardín,Standard Parcel,MFN,18.00 x 12.30 x 17.10 cm,0.58,N/A,"May 9, 2022",,No,48,Crismarlex
15.,PIC Pantry Moth Trap – 6 Pieces – Means of Protection Against Moths in Kitchen and Food Storage,B07MM2FTVD,Physical Trap,https://www.amazon.es/dp/B07MM2FTVD?psc=1,https://m.media-amazon.com/images/I/81UMLNVZRYL._AC_SY355_.jpg,PIC,5.91,853,843,400,"5,696.88","5,575.61",95,47,DE,3.06,1,4.4,"15,161",7,28,UE-SHOP,Garden,Standard Envelope,FBA,13.30 x 0.80 x 9.60 cm,0.08,N/A,"Apr 11, 2019",,No,85,UE-SHOP
8.,"RepellShield® Spray Antipolillas para Ropa Armario y Cocina -250ml- Uso Interior y Exterior - con Aceite Esencial de Lavandin - No Mancha Ni Deja Residuos - Aplica en Armarios, Tejidos, Cocina",B08DDDCX4S,Repellent,https://www.amazon.es/dp/B08DDDCX4S?psc=1,https://m.media-amazon.com/images/I/71jqM14uj1L._AC_SY355_.jpg,RepellShield,15.99,310,317,200,"4,952.63","5,063.9",192,381,DE,6.25,1,4.2,"1,095",9,14,Vivere GmbH,Garden,Extra Large Envelope,FBA,16.60 x 5.90 x 7.80 cm,0.28,N/A,"Jun 30, 2023",,No,35,Vivere GmbH
41.,Gerobug Moth Trap Food Pack of 10 – Moth Trap – Pheromone Trap for Food Protection with Long-Term Effect,B0B5XTQ6M9,Physical Trap,https://www.amazon.es/dp/B0B5XTQ6M9?psc=1,https://m.media-amazon.com/images/I/71ytg93OekL._AC_SY355_.jpg,Gerobug,10.95,338,338,100,"3,440.9","3,439.07",104,312,DE,3.12,1,4.2,"2,708",8,85,RGO Expert GmbH,Garden,Small Envelope,FBA,13.80 x 0.90 x 10.30 cm,0.04,N/A,"May 27, 2024",,No,24,RGO Expert GmbH
14.,Veddelholzer 8 x Clothes Moth Trap in the Wardrobe Triangular Trap with Hook and Adhesive Surface Odourless and Non-Toxic Effective Protection Against Moth,B0FKBTC9WQ,Physical Trap,https://www.amazon.es/dp/B0FKBTC9WQ?psc=1,https://m.media-amazon.com/images/I/81tF+c4QKbL._AC_SY355_.jpg,Veddelholzer,10.95,243,243,100,"2,536.54","2,534.73",155,"1,091",CY,4.13,1,3.9,215,7,20,Veddelholzer,Garden,Standard Envelope,FBA,27.20 x 1.90 x 7.10 cm,0.06,N/A,"Sep 22, 2025",,No,8,Veddelholzer
18.,ZUM S-2087 Polillas,B073ZLH82Y,Repellent,https://www.amazon.es/dp/B073ZLH82Y?psc=1,https://m.media-amazon.com/images/I/51YGaFIn0nL._AC_SY355_.jpg,Zum,7,281,281,100,"1,968.29","1,967.43",19,618,ES,3.94,11,4.2,316,3,1,TrouleT,Jardín,Extra Large Envelope,MFN,14.80 x 5.30 x 5.30 cm,0.15,N/A,"Jul 14, 2017",,No,106,TrouleT
31.,NOPE! Eco Sticky Clothes Moth Traps - x6 - Non-Toxic Clothes Moth Traps with Anti-Moth Pheromone,B0C9QSMLMX,Physical Trap,https://www.amazon.es/dp/B0C9QSMLMX?psc=1,https://m.media-amazon.com/images/I/91bumF8SgkL._AC_SY355_.jpg,NOPE!,16.99,99,99,50,"1,679.64","1,678.48",96,"3,219",GB,6.15,1,4.2,93,6,3,Safeguard Europe Ltd,Garden,Large Envelope,FBA,14.80 x 2.90 x 12.20 cm,0.13,N/A,"Dec 6, 2023",,No,29,Safeguard Europe Ltd
24.,Moth Repellent for Clothes Wardrobe | 50 x Cedar Wood Rings | Cedar Oil Mini Bottle 5ml Included | Made From Organic Plant Insecticide | Insect Barrier,B07JYFJPVT,Repellent,https://www.amazon.es/dp/B07JYFJPVT?psc=1,"https://m.media-amazon.com/images/I/71WcNpVqktL._AC_SX355_PIbundle-50,TopRight,0,0_SH20_.jpg",Zidina,18.99,88,88,50,"1,670.46","1,669.49",151,"1,475",GB,5.4,1,4.2,"2,181",6,295,Raimarket,Garden,Standard Envelope,FBA,26.80 x 2.30 x 20.10 cm,0.36,N/A,"Nov 6, 2018",,No,90,Raimarket
39.,Moth Repellent for Clothes Wardrobe | 30 x Cedar Wood Rings | Wardrobe Clothes Freshener | Made of Organic Plant Insecticide | Freshener Cabinets and Drawers | Insect Barrier,B097YKD894,Repellent,https://www.amazon.es/dp/B097YKD894?psc=1,https://m.media-amazon.com/images/I/81RtuQtL0eL._AC_SY355_.jpg,Zidina,14.99,101,101,50,"1,519.09","1,517.91",174,"3,114",GB,4.19,1,4.1,"1,711",1,12,Raimarket,Garden,Standard Envelope,FBA,18.00 x 2.20 x 17.90 cm,0.25,N/A,"Jun 27, 2021",,No,59,Raimarket
