Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
47.,"Vichy Dercos, Shampoo Anti-Forfora DS, Per Capelli da Normali a Grassi, Azione Riequilibrante, Effetto Anti-Ricomparsa, Arricchito con Disolfuro di Selenio e Acido Salicilico",B00WN2BY7G,Irritated / Atopic,https://www.amazon.it/dp/B00WN2BY7G?psc=1,https://m.media-amazon.com/images/I/417EbLRL-DL._AC_SX342_.jpg,VICHY,17.1,"7,715","6,691","3,000","128,832.82","115,717.47",174,75,AMZ,6.8,1,4.6,"12,132",16,327,Amazon,Beauty,Extra Large Envelope,AMZ,20.30 x 5.40 x 5.60 cm,0.45,N/A,"Jun 3, 2015",,No,132,Amazon
6.,"La Roche Posay Kerium Extra Gentle Shampoo for Sensitive Scalp, Calming and Soothing Effect, Deep Cleansed Scalp, with Polysorbate and Thermal Water, 400 ml",B00IVIMVFK,Irritated / Atopic,https://www.amazon.it/dp/B00IVIMVFK?psc=1,https://m.media-amazon.com/images/I/61z-YDxVoyL._AC_SX342_.jpg,La Roche-Posay,12.78,"3,090","3,090","1,000","39,824.78","39,824.78",156,277,AMZ,6.94,1,4.5,"2,669",1,49,Amazon,Beauty,Small Parcel,AMZ,19.70 x 6.30 x 6.40 cm,0.47,N/A,"Jan 1, 2009",,No,209,Amazon
24.,"Kérastase Spécifique Dermo-Calm Hydra-Soothing Shampoo for Sensitive Scalp, Bain Vital, 250 ml",B01HYOB0LC,Irritated / Atopic,https://www.amazon.it/dp/B01HYOB0LC?psc=1,https://m.media-amazon.com/images/I/51xcMrQYmgL._AC_SX342_.jpg,KÉRASTASE,23.1,"1,593","1,593",600,"36,863.63","36,863.64",94,847,AMZ,7.7,1,4.6,"3,299",7,16,Amazon,Beauty,Extra Large Envelope,AMZ,14.20 x 4.30 x 6.40 cm,0.29,N/A,"Feb 15, 2013",,No,160,Amazon
23.,"BioNike Triderm D.S. Seborrheic Dermatitis Treatment Shampoo for Seborrheic Dermatitis and Soothing Action, Relieves Itching, Irritation and Flaking, 125 ml",B08WJZXC4Y,Irritated / Atopic,https://www.amazon.it/dp/B08WJZXC4Y?psc=1,https://m.media-amazon.com/images/I/41YLGNQatJL._AC_SX342_.jpg,Bionike,10.84,"2,386","2,386","1,000","32,500.01","32,500.04",156,84,AMZ,6.27,15,4.4,"1,747",6,32,Amazon,Pet Supplies,Extra Large Envelope,AMZ,18.30 x 5.30 x 5.40 cm,0.16,N/A,"Feb 11, 2021",,No,64,Amazon
32.,"Redken | Shampoo, with Peppermint for Oily Hair and Irritated Scalp, Cleanses and Refreshes Roots Without Weighting, Amino Mint",B09LYWXD3Q,Irritated / Atopic,https://www.amazon.it/dp/B09LYWXD3Q?psc=1,https://m.media-amazon.com/images/I/51Pqwc0YXaL._AC_SX342_.jpg,Redken,14.46,"1,495","1,495",800,"26,648.68","26,648.69",127,728,AMZ,6.88,18,4.3,"2,766",7,60,Amazon,Beauty,Extra Large Envelope,AMZ,17.40 x 5.60 x 7.10 cm,0.35,N/A,"Feb 10, 2022",,No,52,Amazon
68.,"RestivOil Complex Gentle Anti-Dandruff Shampoo Oil for Normal to Oily Hair with Antiseborrheic and Anti Itching Action, Foam Free Shampoo, 250 ml",B00D3HXR98,Irritated / Atopic,https://www.amazon.it/dp/B00D3HXR98?psc=1,https://m.media-amazon.com/images/I/814Y+gFtJPL._AC_SY355_.jpg,RestivOil,8.68,"4,196","2,051",800,"50,886.98","21,718.65",145,128,AMZ,5.23,25,4.5,"9,503",10,34,Amazon,Beauty,Small Parcel,AMZ,18.50 x 6.10 x 6.20 cm,0.31,N/A,"Mar 25, 2014",,No,147,Amazon
35.,"La Roche-Posay Toleriane Kerium DS Intensive Anti-Dandruff Shampoo Reduces and Soothes Itching, Effective from the First Application, with LHA and Salicylic Acid, 200 ml",B0DHS7KGWT,Irritated / Atopic,https://www.amazon.it/dp/B0DHS7KGWT?psc=1,https://m.media-amazon.com/images/I/71UKWTAOZTL._AC_SX342_.jpg,La Roche-Posay,22.03,862,862,300,"18,311.14","18,311.13",169,"2,843",N/A,7.63,1,4.6,327,1,10,,Beauty,Extra Large Envelope,MFN,17.40 x 4.90 x 5.20 cm,0.23,N/A,"Sep 21, 2024",,No,21,
39.,"Vichy Dercos Sensitive Anti-Dandruff Shampoo for Sensitive Scalp, Soothing Action, Anti-Reappearance Effect, Enriched with Pyroctolamine and AHA, 200 ml",B009USALZM,Irritated / Atopic,https://www.amazon.it/dp/B009USALZM?psc=1,https://m.media-amazon.com/images/I/71sNYlX3QsL._AC_SX342_.jpg,VICHY,14.35,"1,122","1,122",500,"16,101.86","16,101.86",152,"1,577",AMZ,6.32,1,4.5,"2,616",7,36,Amazon,Beauty,Extra Large Envelope,AMZ,17.30 x 4.90 x 5.20 cm,0.24,N/A,"Oct 27, 2012",,No,164,Amazon
63.,"RestivOil Extra Gentle Moisturizing Oil Shampoo for Normal to Delicate Hair, 400 ml, 400 ml, 1",B07R9WJ1PP,Irritated / Atopic,https://www.amazon.it/dp/B07R9WJ1PP?psc=1,https://m.media-amazon.com/images/I/61F5z8SOkYL._AC_SY355_.jpg,RestivOil,10.89,"1,117","1,117",700,"14,846.98","14,846.95",94,828,AMZ,7.21,18,4.4,"1,622",7,3,Amazon,Beauty,Extra Large Envelope,AMZ,21.50 x 5.70 x 7.30 cm,0.46,N/A,"Apr 27, 2019",,No,86,Amazon
18.,"RestivOil Zero Shampoo Anti Itching and Irritation for Hair Physiological Mild Oil with Cleansing Action, for All Hair Types, Brown, 150 ml",B01B4YXHOQ,Irritated / Atopic,https://www.amazon.it/dp/B01B4YXHOQ?psc=1,https://m.media-amazon.com/images/I/61iVOFdZqbL._AC_SY355_.jpg,RestivOil,8.3,"1,168","1,168",400,"12,842.09","12,842.06",139,"1,285",AMZ,5.16,18,4.3,"3,251",7,7,Amazon,Beauty,Extra Large Envelope,AMZ,16.60 x 5.20 x 5.30 cm,0.19,N/A,"Nov 11, 2015",,No,127,Amazon
15.,Aveeno Shampoo 300ml,B08GNZS4B1,Irritated / Atopic,https://www.amazon.it/dp/B08GNZS4B1?psc=1,https://m.media-amazon.com/images/I/61QUJstvqjL._AC_SY355_.jpg,Aveeno,7.7,"1,436","1,129",600,"16,830.47","12,390.78",20,765,AMZ,5.14,17,4.5,875,7,16,Amazon,Beauty,Extra Large Envelope,AMZ,17.70 x 4.10 x 8.00 cm,0.33,N/A,"Jan 20, 2016",,No,125,Amazon
29.,"PsoriTIS Urea 10% Shampoo - Seborrheic Dermatitis, Scalp Prone to Psoriasis, Dandruff, Scales, Pruriginous, Inflamed Skin, Moisturizing Relief, Moisturizes and Normalizes the Skin 120 ml",B0851F6C4Z,Irritated / Atopic,https://www.amazon.it/dp/B0851F6C4Z?psc=1,https://m.media-amazon.com/images/I/41agaOHNtqL._AC_SY355_.jpg,TIS farmaceutic,8.19,"1,114",996,500,"12,189.32","9,950.85",186,"1,605",RO,4.38,1,4.2,"2,478",8,39,KLU.Farma (EU),Beauty,Extra Large Envelope,FBA,15.60 x 4.20 x 5.00 cm,0.16,N/A,"Oct 28, 2021",,No,56,KLU.Farma (EU)
31.,"Bioderm Shampoo Soft - Sensitive Scalp Shampoo | Anti-Dandruff Treatment, Seborrheic Dermatitis & Itchy Scalp | Daily Use | Paraben Free | 500ml",B06ZZG2V8X,Irritated / Atopic,https://www.amazon.it/dp/B06ZZG2V8X?psc=1,https://m.media-amazon.com/images/I/61LArEeM8XL._AC_SY355_.jpg,BIODERM BIODERMOCOSMETICI,7.81,"1,469","1,037",600,"14,847.27","9,884.41",144,976,AMZ,5.78,2,4.2,"1,259",8,21,Amazon,Beauty,Small Parcel,AMZ,19.40 x 6.90 x 18.60 cm,0.56,N/A,"Apr 21, 2017",,No,110,Amazon
