Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
17.,"Vichy Dercos Technique Anti-Dandruff Shampoo, Oily Hair, Eliminates Dandruff and Reduces Itching, Clean and Healthy Scalp, Double Efficiency, Unisex, Dercos Technique, 390 ml",B00WN2BY7G,Irritated / Atopic,https://www.amazon.es/dp/B00WN2BY7G?psc=1,https://m.media-amazon.com/images/I/61jixBW8nsL._SX342_.jpg,VICHY,14.9,"8,242","8,242","5,000","139,159.09","139,159.07",174,41,AMZ,7.14,1,4.7,"11,337",11,285,Amazon,Beauty,Extra Large Envelope,AMZ,20.20 x 5.90 x 5.90 cm,0.45,N/A,"Apr 24, 2015",,No,134,Amazon
36.,ISDIN Nutradeica Oily Dandruff Shampoo 400ml,B07GL8W9VK,Irritated / Atopic,https://www.amazon.es/dp/B07GL8W9VK?psc=1,https://m.media-amazon.com/images/I/51HtxvfPVIL._AC_SY355_.jpg,ISDIN,21.98,"1,552","1,552",800,"34,104.23","34,104.23",44,539,AMZ,7.21,12,4.4,"2,036",8,27,Amazon,Beauty,Extra Large Envelope,AMZ,20.80 x 4.50 x 10.60 cm,0.46,N/A,"Aug 10, 2018",,No,94,Amazon
20.,"Vichy Dercos Technique Dercos Technique Anti-Dandruff Shampoo, Dry Hair, Eliminates Dandruff and Reduces Itching, Clean and Healthy Scalp, Double Efficiency, Unisex, Dercos Technique",B01BPHAD1W,Irritated / Atopic,https://www.amazon.es/dp/B01BPHAD1W?psc=1,https://m.media-amazon.com/images/I/61xTSvAcq+L._AC_SY355_.jpg,VICHY,15.26,"2,007","2,007","1,000","32,270.27","32,270.29",182,313,AMZ,6.2,1,4.8,"3,700",9,157,Amazon,Beauty,Extra Large Envelope,AMZ,20.00 x 6.00 x 6.10 cm,0.45,N/A,"Feb 12, 2016",,No,124,Amazon
31.,Vichy Dercos Technique Dercos Technique Refill 390 ml,B0F1FXH4X1,Irritated / Atopic,https://www.amazon.es/dp/B0F1FXH4X1?psc=1,https://m.media-amazon.com/images/I/7134FpUIABL._SX342_.jpg,VICHY,12.46,"1,516","1,516",600,"24,620.78","24,620.76",53,534,AMZ,6.17,7,4.6,716,9,76,Amazon,Beauty,Extra Large Envelope,AMZ,16.70 x 5.50 x 13.30 cm,0.41,N/A,"May 25, 2025",,No,13,Amazon
22.,"ISDIN Psorisdin Anti-flaking Shampoo, Anti-flaking Shampoo that Helps Relieve Itch of Psoriasis, Relieves Itching Associated with Peeling States",B082S3GNPJ,Irritated / Atopic,https://www.amazon.es/dp/B082S3GNPJ?psc=1,https://m.media-amazon.com/images/I/61rvqznXb8L._SX342_.jpg,ISDIN,23.34,"1,825","1,058",500,"34,769.91","22,951.25",144,492,AMZ,7.89,17,4.3,"4,086",8,42,Amazon,Beauty,Extra Large Envelope,AMZ,18.90 x 4.10 x 8.00 cm,0.49,N/A,"Oct 11, 2018",,No,92,Amazon
16.,"Vichy Dercos Technique Dercos Technique Psolution Shampoo for Scalp with Psoriasis, Removes Scales and Reduces Itching, Clean and Healthy Scalp, Double Effectiveness, Unisex, Dercos Technique, 200 ml",B09GRM5X73,Irritated / Atopic,https://www.amazon.es/dp/B09GRM5X73?psc=1,https://m.media-amazon.com/images/I/71MZJV2dslL._SX342_.jpg,VICHY,11.32,"1,809","1,809","1,000","20,475.71","20,475.73",199,404,AMZ,4.98,1,4.6,"1,315",7,280,Amazon,Beauty,Extra Large Envelope,AMZ,17.30 x 4.90 x 4.90 cm,0.25,N/A,"Sep 21, 2021",,No,57,Amazon
46.,SEBAMED Shampoo,B07ZRQDL76,Irritated / Atopic,https://www.amazon.es/dp/B07ZRQDL76?psc=1,https://m.media-amazon.com/images/I/61vCjrVNriL._SY445_.jpg,SEBAMED,10.32,"1,523","1,295",800,"20,178.57","17,991.73",15,646,AMZ,6.77,19,4.4,"4,413",5,28,Amazon,Beauty,Small Parcel,AMZ,20.30 x 6.10 x 17.20 cm,0.4,N/A,"Oct 30, 2019",,No,80,Amazon
18.,"La Roche Posay, Kerium Extra Soft Physiological Shampoo Gel, Soothes Scalp, Enriched with Thermal Water, For Sensitive Scalp, 400 ml",B00IVIMVFK,Irritated / Atopic,https://www.amazon.es/dp/B00IVIMVFK?psc=1,https://m.media-amazon.com/images/I/71r42hKzfEL._SX342_.jpg,La Roche-Posay,12.88,"1,279","1,279",700,"16,468.01","16,468.01",132,584,AMZ,5.94,1,4.5,"2,608",1,62,Amazon,Beauty,Small Parcel,AMZ,19.70 x 6.30 x 6.40 cm,0.47,N/A,"Jan 1, 2009",,No,209,Amazon
50.,KÉRASTASE SPECIFIQUE & BAIN Vital DERMO-CALM Shampoo 250 ml,B01HYOB0LC,Irritated / Atopic,https://www.amazon.es/dp/B01HYOB0LC?psc=1,https://m.media-amazon.com/images/I/51QM-+MwdLL._SX342_.jpg,KÉRASTASE,22.95,715,614,300,"18,980.94","14,340.75",59,"1,213",AMZ,7.35,1,4.6,"4,052",7,20,Amazon,Beauty,Extra Large Envelope,AMZ,14.20 x 4.30 x 6.40 cm,0.29,N/A,"Feb 15, 2013",,No,160,Amazon
62.,"H&S Pro-Expert 7 Anti-Dandruff Shampoo 800ml with Caffeine, Fights 7 Symptoms of Dandruff for Complete Scalp Protection, Prevents Hair Loss, Clinically Proven",B0CRZD26L9,Irritated / Atopic,https://www.amazon.es/dp/B0CRZD26L9?psc=1,https://m.media-amazon.com/images/I/71SsVrHU1ML._AC_SY355_.jpg,Head & Shoulders,10.74,967,967,600,"12,556.81","12,556.8",158,"1,076",AMZ,5.86,3,4.6,"2,310",7,63,Amazon,Beauty,Small Parcel,AMZ,24.00 x 6.40 x 9.40 cm,0.9,N/A,"May 2, 2025",,No,13,Amazon
54.,"ISDIN Zincation Anti-Dandruff Shampoo, Cleaning And Care Of Hair And Scalp With Visible, Oily And Dry Dandruff, Daily Use, With Antimicrobial Properties, Pyroctone Olaminate and Zinc - 400ml",B00GY25AH6,Irritated / Atopic,https://www.amazon.es/dp/B00GY25AH6?psc=1,https://m.media-amazon.com/images/I/61GvHjCN51L._SX342_.jpg,ISDIN,16.04,860,860,500,"12,490.89","12,490.86",190,"1,009",AMZ,6.1,11,4.4,665,7,5,Amazon,Beauty,Extra Large Envelope,AMZ,18.50 x 4.30 x 8.40 cm,0.45,N/A,"Mar 21, 2014",,No,147,Amazon
19.,"ISDIN Psorisdin Anti-flaking Shampoo, Anti-flaking Shampoo that Helps Relieve Itch of Psoriasis, Relieves Itching Associated with Peeling States",B00D3HR76M,Irritated / Atopic,https://www.amazon.es/dp/B00D3HR76M?psc=1,https://m.media-amazon.com/images/I/519+GPV76+L._SX342_.jpg,ISDIN,10.91,"1,825",767,400,"34,769.91","11,818.71",144,492,AMZ,5.88,23,4.3,"4,086",8,47,Amazon,Beauty,Large Envelope,AMZ,15.00 x 3.50 x 6.50 cm,0.25,N/A,"Jul 28, 2014",,No,143,Amazon
41.,Wella Professionals INVIGO BALANCE PURE - Champú Purificante para Cuero cabelludo sensible,B0CH9DKHSC,Irritated / Atopic,https://www.amazon.es/dp/B0CH9DKHSC?psc=1,https://m.media-amazon.com/images/I/61ygOiYdD5L._SX342_.jpg,Wella Professionals,13.31,"1,193",709,600,"15,570.08","11,448.61",90,563,AMZ,6.7,14,4.4,876,13,32,Amazon,Beauty,Small Parcel,AMZ,25.00 x 8.20 x 8.40 cm,1.09,N/A,"Aug 3, 2023",,No,34,Amazon
68.,"Urtekram Unscented Shampoo - Sensitive Scalp Care - 500ml - Organic and Vegan with Aloe Vera - Hypoallergenic, Certified, Gentle Hydration",B09GG99BX3,Irritated / Atopic,https://www.amazon.es/dp/B09GG99BX3?psc=1,https://m.media-amazon.com/images/I/61wsKhF1JWL._AC_SY355_.jpg,Urtekram,12.05,880,779,400,"12,341.66","11,360.36",138,813,AMZ,6.2,14,4.1,935,5,30,Amazon,Beauty,Small Parcel,AMZ,18.90 x 6.60 x 6.70 cm,0.56,N/A,"Sep 23, 2021",,No,57,Amazon
30.,"Isdin Nutradeica Anti-Dandruff Dry Shampoo, Reduces Dandruff and Relieves Scalp Itch, 1 x 200 ml",B00J5FZXX0,Irritated / Atopic,https://www.amazon.es/dp/B00J5FZXX0?psc=1,https://m.media-amazon.com/images/I/51bs8tVBrKL._SX342_.jpg,ISDIN,15.63,715,715,300,"10,361.82","10,361.83",96,"2,069",AMZ,6.03,13,4.4,770,7,10,Amazon,Beauty,Extra Large Envelope,AMZ,9.90 x 4.30 x 6.40 cm,0.26,N/A,"Sep 10, 2014",,No,141,Amazon
38.,Urtekram Tea Tree Shampoo for Irritated Scalp 500 ml - Natural and Organic Soothing Care with Aloe Vera and Glycerin,B0019YN81E,Irritated / Atopic,https://www.amazon.es/dp/B0019YN81E?psc=1,https://m.media-amazon.com/images/I/6160y3zp-7L._AC_SY355_.jpg,Urtekram,9.3,840,736,500,"11,381.84","10,333.91",116,648,AMZ,5.7,13,4.2,"5,717",5,29,Amazon,Beauty,Small Parcel,AMZ,21.80 x 7.30 x 18.50 cm,0.57,N/A,"Aug 7, 2012",,No,166,Amazon
