Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
15.,"Vichy, DERCOS, DS Anti-Dandruff Shampoo, Dandruff & Itching, Normal to Oily Hair, 390 ml",B00WN2BY7G,Irritated / Atopic,https://www.amazon.fr/dp/B00WN2BY7G?psc=1,https://m.media-amazon.com/images/I/71hyl3ZwenL._AC_SX342_.jpg,VICHY,13.69,"3,972","3,972","2,000","54,377.01","54,377.02",88,150,AMZ,6.84,1,4.6,"11,214",10,248,Amazon,Beauty,Extra Large Envelope,AMZ,20.30 x 5.40 x 5.60 cm,0.45,N/A,"Jun 3, 2015",,No,132,Amazon
20.,"Kérastase, Specific, Hydra-Soothing Shampoo, For Sensitive Scalp, Bain Vital Dermo-Calm",B01HYOB0LC,Irritated / Atopic,https://www.amazon.fr/dp/B01HYOB0LC?psc=1,https://m.media-amazon.com/images/I/71YG03m9baL._AC_SX342_.jpg,KÉRASTASE,24.02,"1,736","1,543",800,"42,882.06","34,396.58",87,624,AMZ,8.39,1,4.7,"4,060",7,19,Amazon,Beauty,Extra Large Envelope,AMZ,14.20 x 4.30 x 6.40 cm,0.29,N/A,"Feb 15, 2013",,No,160,Amazon
17.,"Vichy, Dercos, Shampooing Anti-Pelliculaire DS, Pellicules & Démangeaisons, Cheveux Secs",B01BPHAD1W,Irritated / Atopic,https://www.amazon.fr/dp/B01BPHAD1W?psc=1,https://m.media-amazon.com/images/I/51VG3gzfkSL._AC_SX342_.jpg,VICHY,13.87,"1,757","1,387",600,"22,638.58","19,241.88",88,976,AMZ,6.87,1,4.6,"10,457",10,269,Amazon,Beauty,Extra Large Envelope,AMZ,20.00 x 6.00 x 6.10 cm,0.45,N/A,"Feb 12, 2016",,No,124,Amazon
7.,Neutrogena – Anti-dandruff T/Gel Shampoo Strong Itching Severe (250 ml bottle) – Soothing shampoo against itching – Effective hair care from the 1st wash,B003TZZSD2,Irritated / Atopic,https://www.amazon.fr/dp/B003TZZSD2?psc=1,https://m.media-amazon.com/images/I/71EfRJ8fubL._AC_SY355_.jpg,Neutrogena,9.99,"2,162","1,507","1,000","26,752.86","18,073.31",153,241,AMZ,5.82,2,4.4,"4,935",7,37,Amazon,Beauty,Large Envelope,AMZ,18.40 x 3.90 x 7.10 cm,0.31,N/A,"Jun 26, 2010",,No,192,Amazon
22.,"VICHY DERCOS PSOlution Kerator-Reductive Treatment Shampoo, Scalp with Psoriatic Tendency, Urea 5% + Salicylic Acid 2%, Anti-Squam, Anti-Itching, 200 ml",B09GRM5X73,Irritated / Atopic,https://www.amazon.fr/dp/B09GRM5X73?psc=1,https://m.media-amazon.com/images/I/51st9VSR3wL._AC_SY355_.jpg,VICHY,11.2,"1,557","1,557","1,000","17,621.47","17,621.45",152,478,AMZ,6.05,1,4.6,"1,310",8,"1,085",Amazon,Beauty,Extra Large Envelope,AMZ,17.30 x 4.90 x 4.90 cm,0.25,N/A,"Sep 6, 2021",,No,57,Amazon
6.,"Vichy, Dercos, Ultra-Soothing, Anti-Itching Shampoo, Dry Hair, 200 ml",B01D5AP786,Irritated / Atopic,https://www.amazon.fr/dp/B01D5AP786?psc=1,https://m.media-amazon.com/images/I/51ShtI-5AzL._AC_SX342_.jpg,VICHY,9.19,"1,148","1,148",500,"10,523.24","10,523.2",69,"1,602",AMZ,5.79,1,4.5,"1,191",7,55,Amazon,Beauty,Extra Large Envelope,AMZ,17.30 x 4.90 x 4.90 cm,0.26,N/A,"Mar 18, 2016",,No,123,Amazon
53.,REDKEN - Amino Mint Shampoo - Purifies Oily Roots & Relieves Irritated Scalp - Moisturizes Dry Ends - Fortifies Lengths - Oily Hair - For Men & Women - 300 ml,B09LYWXD3Q,Irritated / Atopic,https://www.amazon.fr/dp/B09LYWXD3Q?psc=1,https://m.media-amazon.com/images/I/61fn16hkyVL._AC_SX342_.jpg,Redken,14.06,518,518,300,"8,736.03","8,736.03",158,"1,881",AMZ,7.32,3,4.4,"2,713",4,51,Amazon,Beauty,Extra Large Envelope,AMZ,17.40 x 5.60 x 7.10 cm,0.35,N/A,"Jan 1, 2022",,No,53,Amazon
35.,"Kérastase, Specific, Hydra-Soothing Shampoo, For Sensitive Scalp, Bain Vital Dermo-Calm",B00DO53Y74,Irritated / Atopic,https://www.amazon.fr/dp/B00DO53Y74?psc=1,https://m.media-amazon.com/images/I/71DdiwCH4nL._AC_SX342_.jpg,KÉRASTASE,41.74,"1,736",192,100,"42,882.06","8,485.52",87,624,AMZ,11.05,1,4.7,"4,060",5,19,Amazon,Beauty,Extra Large Envelope,AMZ,20.00 x 5.80 x 7.40 cm,0.56,N/A,"Jul 6, 2013",,No,155,Amazon
63.,"Evolsin Eczema and Psoriasis Shampoo I 250ml I Relief of itchy dry and irritated scalp, atopic dermatitis and psoriasis",B07TZ9HV1S,Irritated / Atopic,https://www.amazon.fr/dp/B07TZ9HV1S?psc=1,https://m.media-amazon.com/images/I/71tJPyXLtrL._AC_SY355_.jpg,Evolsin,19.12,369,369,200,"8,440.69","8,440.7",119,"3,767",DE,8.16,2,4,"1,692",8,17,Evolsin,Beauty,Extra Large Envelope,FBA,18.40 x 5.50 x 5.70 cm,0.31,N/A,"Aug 13, 2019",,No,82,Evolsin
22.,L'OREAL PROFESSIONNEL - Scalp Advanced Anti-Inconfort & Démangeaisons - +83% d'Apaisement du Cuir Chevelu et +49% d'Hydratation - Dermo-Régulateur pour Cuirs Chevelus Sensibles - Sans Silicone,B0DB8DY2BN,Irritated / Atopic,https://www.amazon.fr/dp/B0DB8DY2BN?psc=1,https://m.media-amazon.com/images/I/612kyGE33CL._AC_SX342_.jpg,L'Oréal Professionnel Paris,20.44,956,275,100,"21,785.68","6,752.62",192,995,AMZ,8.47,2,4.6,249,9,12,,Beauty,Extra Large Envelope,AMZ,18.60 x 5.90 x 13.50 cm,0.5,N/A,"Sep 1, 2024",,No,21,
